id;tower;_071_eqty_fta;_075_cash_a;_166_ebitda_int_exp;_167_eqty_gw_a;_168_b_loans_bonds_a;_172_eqty_gw_a_gw;_187_margin_yoy;_192_tpo_rev;_193_tro_rev;_209_ebtda_pv;_210_e_eqty;_211_e_a;_166_ebitda_int_exp_3;_027_st_l_ebitda_2;_161_rev_yoy_2;_187_margin_yoy_2;_187_margin_yoy_3;PD
1;CZ;2.812500;0.345572;53.000000;0.015239;-0.781439;1.332246;0.535532;-0.643502;17.698471;0.523603;0.092222;0.001405;-0.335774;9.490785;0.382139862;0.635532483;0.282781693;0.024583552
2;CZ;1.277813;-0.871314;90.996764;0.303051;-0.569653;0.252999;0.316142;-0.040277;22.531328;-0.317770;0.969165;0.293706;-1.105381;1.806352;0.118991577;0.216142177;-0.142842594;0.00694328
3;CZ;4.241747;-0.887813;68.230000;0.881296;-0.943685;-1.915328;0.317127;-0.622544;121.807999;0.288020;0.030499;0.026878;-0.703597;1.685539;0.206963526;0.41712724;-0.008268392;0.004147146
4;CZ;5.614127;-1.676004;68.230000;0.897446;-0.943685;-1.975888;0.103165;-0.692551;106.760644;0.272314;0.032004;0.028722;-0.703597;1.408872;0.054003241;0.003164573;-0.426659727;0.002807703
5;CZ;5.539664;0.102246;161.572539;0.896951;-0.943685;-1.974032;0.192009;-0.707643;116.267152;-0.112762;0.074373;0.066709;-2.534810;0.806292;0.059075402;0.092009408;-0.308263774;0.001996901
6;CZ;0.944818;0.469126;21.660967;0.090994;-0.436686;1.047226;0.648927;1.368802;124.656411;0.410133;0.530624;0.049759;0.298984;11.036281;0.66710553;0.548927152;0.300631629;0.045839082
7;CZ;0.968818;0.635479;4.661525;0.161455;0.325662;0.748494;3.866201;1.015886;114.290155;0.328893;0.104304;0.022613;0.643300;17.787749;0.105808289;3.766201121;4.588018922;0.101880825
9;CZ;3.031322;0.666281;104.571429;0.304548;-0.637933;0.247386;2.944069;0.206480;49.526793;-0.158233;0.747287;0.227585;-1.380330;2.100918;2.699985154;2.844069248;3.359172229;0.018965032
10;CZ;3.653049;-0.813224;99.864924;0.517824;-0.943685;-0.552365;0.423186;-0.467943;23.586563;0.132337;0.507498;0.262795;-1.285002;1.263711;1.002660272;0.323186379;-0.000193894;0.004854277
12;CZ;2.455969;-0.052335;59.721014;0.397600;-0.458018;-0.101547;0.063107;-0.155973;39.473567;0.366939;0.265220;0.105451;-0.471905;3.748953;0.154889057;0.163106878;-0.346779716;0.012752111
13;CZ;1.068007;0.416275;11.975366;0.371933;0.500987;-0.005300;0.052177;-0.419022;17.852616;0.511631;0.039429;0.014665;0.495161;6.447768;0.216166821;0.152176902;-0.361345166;0.02953934
14;CZ;0.809846;0.247981;2.955176;0.373231;0.997861;-0.010165;0.158998;-0.510589;19.700044;0.626305;-0.059907;-0.022359;0.677861;18.837486;0.16603941;0.258997729;-0.218994138;0.033950046
16;CZ;0.567029;0.626903;7.077778;0.287179;1.529967;0.312517;0.621822;0.102847;57.038743;-0.124823;0.004548;0.001306;0.594360;2.787153;0.093538004;0.521821665;0.264510452;0.046636153
17;CZ;0.567029;0.626903;7.077778;0.287179;1.529967;0.312517;0.621822;0.102847;57.038743;-0.124823;0.004548;0.001306;0.594360;2.787153;0.093538004;0.521821665;0.264510452;0.046636153
19;CZ;0.627347;0.603420;14.270886;0.253252;1.461993;0.439737;0.132086;0.404185;64.448318;-0.287160;0.171055;0.043320;0.448666;3.543596;0.005762708;0.032085603;-0.388119132;0.040944542
20;CZ;0.292337;0.598423;9.655695;0.184832;1.401447;0.696301;0.072715;0.244793;28.396307;0.024958;-0.020901;-0.003863;0.542145;4.360208;0.051732895;0.027285046;-0.467237344;0.046639179
21;CZ;12.911950;-0.731415;17.285714;0.738321;-0.811860;-1.379195;0.106566;-0.590418;148.870017;0.267603;0.023534;0.017376;0.387602;3.861953;0.060863297;0.206566456;-0.288864835;0.009005015
22;CZ;12.910643;-0.705975;19.266990;0.713919;-0.834926;-1.287689;0.209865;-0.857660;109.305727;0.138500;0.058445;0.041725;0.347473;3.065760;0.011372261;0.109864518;-0.284469788;0.008567241
24;CZ;4.791391;0.596543;23.754545;0.406004;0.404380;-0.133061;0.575859;-0.665231;5.225655;0.350677;0.066575;0.027030;0.256579;4.061232;0.213025723;0.475859492;0.203260575;0.026915237
25;CZ;8.000000;-0.852819;6.576087;0.318328;1.245696;0.195712;0.162201;-0.418598;5.959288;0.376867;0.048152;0.015328;0.604521;15.291736;0.130966346;0.262200617;-0.214725922;0.023695589
26;CZ;2.761777;0.508939;-1.683176;0.462232;0.285500;-0.343903;0.549781;-0.369379;4.485253;1.277918;-0.602079;-0.247201;0.737717;33.870000;0.374903962;0.649780737;0.301769129;0.037950593
28;CZ;2.306718;0.697170;-10.150704;0.180308;0.312546;0.713265;0.121917;0.418471;60.873837;1.040373;-1.116281;-0.164257;0.737717;33.870000;0.15727697;0.22191689;-0.268408617;0.056013337
29;CZ;0.632029;0.313575;7.983666;0.320853;1.536970;0.186245;0.143092;-0.524203;60.307880;0.207074;0.064681;0.020753;0.576011;4.022732;0.24127418;0.043092274;-0.373451476;0.034866744
32;CZ;3.100000;-1.299820;161.572539;0.290002;-0.943685;0.301930;0.000451;-0.571764;32.490022;0.536772;0.365144;0.105893;-2.534810;4.155333;0.089854308;0.100450775;-0.430276174;0.002747161
33;CZ;3.100000;-2.618845;161.572539;0.349659;-0.943685;0.078226;0.053847;-0.402041;39.977389;0.217427;0.655654;0.229255;-2.534810;2.673354;0.310803487;0.046153152;-0.492381264;0.001504265
34;CZ;26.206554;-2.801882;161.572539;0.474451;-0.943685;-0.389724;0.575431;-0.544644;38.375964;-0.006912;0.746643;0.354245;-2.534810;1.206034;0.121372542;0.475430789;0.202689278;0.001264108
35;CZ;15.507579;-3.293589;161.572539;0.397928;-0.943685;-0.102774;0.006791;-0.435043;30.956498;0.137957;0.724318;0.288226;-2.534810;1.585123;0.031522057;0.106790772;-0.4218274;0.001094365
36;CZ;1.044926;0.141119;-6.823129;0.177116;-0.943685;0.725234;5.853659;2.360335;213.585755;1.330415;-0.360577;-0.063864;0.737717;33.870000;4.832584764;5.753658537;7.236534328;0.148325637
37;CZ;-2.292011;0.538613;-9.946855;-0.224955;0.169995;2.232935;2.815572;0.348985;66.329594;1.805557;1.293192;-0.247201;0.737717;33.870000;4.832584764;2.715572487;3.187935529;0.145021611
38;CZ;-1.909907;0.681194;9.733753;-0.141507;-0.274324;1.920019;0.220499;0.542676;52.172671;0.788170;0.449650;-0.063629;0.540564;23.966616;0.046563184;0.120498689;-0.270298534;0.064521787
39;CZ;2.492130;0.668305;12.126404;0.144766;-0.046364;0.846542;0.095229;0.160580;60.882942;0.364341;0.487459;0.070567;0.492102;7.462126;0.095830541;0.004770575;-0.437234224;0.040395848
40;CZ;1.898246;0.694166;48.023112;0.204583;0.220123;0.622237;0.234458;0.309436;45.923355;0.106649;0.511096;0.104562;-0.234970;5.599769;0.000820001;0.134458299;-0.251695749;0.027740449
43;CZ;0.468833;0.683020;-0.841181;0.190665;0.932385;0.674428;0.710981;0.491589;45.888042;0.714146;-0.277269;-0.052865;0.737717;33.870000;0.389012018;0.610981358;0.38332599;0.064022908
44;CZ;0.245421;0.627814;0.509883;0.133599;1.458459;0.888415;0.238393;-0.053114;36.167795;0.714041;-0.592397;-0.079144;0.727389;80.109344;0.262358678;0.338392516;-0.11319146;0.062345701
48;CZ;0.461352;0.557664;8.298701;0.159827;1.210533;0.790065;0.500000;-0.333933;70.230639;0.161746;0.181765;0.029051;0.569630;3.863850;0.43;0.5;0.16879983;0.047798228
49;CZ;0.420275;0.680574;4.380903;0.223861;1.487466;0.549949;0.341223;0.052026;32.979410;0.170050;-0.058652;-0.013130;0.648983;6.131367;0.111131725;0.441223136;0.023842158;0.052487753
50;CZ;0.430232;0.665775;-6.184593;0.321236;0.754150;0.184807;0.137597;0.440295;32.577271;1.046585;-0.771050;-0.247201;0.737717;33.870000;0.066527156;0.237597473;-0.247512439;0.051110786
51;CZ;0.430232;0.665775;-6.184593;0.321236;0.754150;0.184807;0.137597;0.440295;32.577271;1.046585;-0.771050;-0.247201;0.737717;33.870000;0.066527156;0.237597473;-0.247512439;0.051110786
52;CZ;0.267391;0.674347;3.045606;0.208877;0.732017;0.606133;0.154286;0.428940;23.221114;0.886628;-0.720642;-0.150526;0.676029;13.811724;0.048658462;0.054286368;-0.35853406;0.053844243
53;CZ;0.496855;-5.063139;14.062500;0.017083;-0.943685;1.325330;2.040277;1.091549;6.708185;0.550769;0.478481;0.008174;0.452887;20.201778;2.237182584;1.940277038;2.154765246;0.008496438
55;CZ;6.601117;-3.698945;51.307018;0.257924;-0.920026;0.422218;1.147060;0.089001;8.116221;0.002638;0.686245;0.176999;-0.301484;2.507209;1.129874543;1.047060147;0.96445109;0.004667965
56;CZ;0.771951;0.690443;7.270537;0.544140;0.952343;-0.651047;0.021668;-0.424805;46.076055;0.006270;0.007911;0.004305;0.590455;3.072636;0.17690203;0.078331663;-0.459752433;0.027301809
57;CZ;0.949475;0.154989;16.056738;0.643215;0.305654;-1.022563;0.068759;-0.339793;41.799218;-0.156768;0.013765;0.008854;0.412495;3.818021;0.149062967;0.168759491;-0.33924696;0.016413681
58;CZ;1.014083;0.463724;19.782869;0.646330;0.332280;-1.034242;0.008742;-0.347672;77.088250;-0.309178;0.007246;0.004684;0.337024;3.459672;0.230679465;0.091258321;-0.442526176;0.016958186
59;CZ;1.128722;0.409043;22.071782;0.649204;0.328769;-1.045018;0.009222;-0.417587;86.775415;-0.089732;0.015183;0.009857;0.290663;3.863519;0.061048003;0.090777548;-0.443166861;0.016608862
61;CZ;4.848929;0.651408;2.475151;0.091017;0.779236;1.048092;0.094836;0.255033;104.821344;0.551880;0.138312;0.012589;0.687584;15.422134;0.119229857;0.005163614;-0.437757993;0.056364909
62;CZ;15.184952;0.388141;1.647510;0.169501;1.272641;0.753790;0.500000;-0.184177;81.805452;0.532810;0.154280;0.026151;0.704347;24.765202;0.43;0.5;0.16879983;0.052303835
63;CZ;13.123291;-0.511092;2.035382;0.149444;1.661639;0.829000;0.041413;-0.371459;61.904173;0.634038;-0.056292;-0.008412;0.696491;25.772783;0.007888503;0.141412911;-0.375689421;0.037662437
65;CZ;7.445481;0.622678;-0.456857;0.246459;0.874755;0.465210;0.302214;-0.296077;60.484917;0.483645;0.171687;0.042314;0.737717;33.870000;0.361807359;0.402213603;-0.028142528;0.047033493
66;CZ;2.904295;0.609281;-1.693386;0.083706;0.954306;1.075506;0.336489;-0.507001;109.461106;0.657776;-0.193565;-0.016203;0.737717;33.870000;0.059356043;0.23648855;-0.115728714;0.056198992
67;CZ;6.588891;-1.589719;68.230000;0.617449;-0.943685;-0.925943;0.315560;-0.103730;53.650285;0.758705;-0.100111;-0.061813;0.737717;33.870000;0.497573769;0.415560361;-0.010356439;0.010858517
68;CZ;3.901243;-1.389674;68.230000;0.603306;-0.943685;-0.872910;0.080229;0.132842;37.644932;0.405456;0.007067;0.004264;-0.703597;7.440904;0.10340177;0.019770535;-0.457223395;0.005145072
71;CZ;4.641903;0.520187;2.094517;0.071768;0.230166;1.120270;0.017888;0.123837;75.005398;0.596759;0.248216;0.017814;0.695293;21.846814;0.030548106;0.117887752;-0.407039399;0.050091945
73;CZ;3.871931;0.045315;24.138122;0.700576;-0.874979;-1.237658;0.152192;-0.175995;9.050015;0.238682;0.079580;0.055752;0.248810;2.936125;0.115544953;0.052192101;-0.361324912;0.012135525
74;CZ;9.324093;0.248319;22.629337;0.710369;-0.887772;-1.274379;0.062619;-0.283813;8.255508;0.376201;0.067450;0.047915;0.279370;3.682347;0.08029013;0.162618825;-0.347430104;0.013227098
75;CZ;9.324093;0.248319;22.629337;0.710369;-0.887772;-1.274379;0.062619;-0.283813;8.255508;0.376201;0.067450;0.047915;0.279370;3.682347;0.08029013;0.162618825;-0.347430104;0.013227098
76;CZ;0.240254;0.686126;-1.244411;0.120285;1.441011;0.934810;0.379189;-0.323420;23.413493;0.653214;0.018623;0.002385;0.737717;33.870000;0.260710397;0.479189323;0.074436465;0.06318427
78;CZ;0.430762;0.686436;-2.254798;0.190343;0.687831;0.672439;0.705423;-0.309532;37.169430;0.690955;-0.116926;-0.022777;0.737717;33.870000;0.376143411;0.805423497;0.509180992;0.055467702
81;CZ;0.499125;0.036270;4.670758;0.243983;2.166972;0.474494;0.168923;-0.701479;17.684000;0.580420;0.096473;0.023538;0.643113;7.226928;0.228708013;0.268922896;-0.205767713;0.042060898
82;CZ;0.644887;0.390877;40.647529;0.353105;0.180739;-0.076859;0.448923;-0.005805;18.738397;-1.703901;0.355444;0.159972;-0.085581;0.751293;0.526280821;0.3489235;0.034103778;0.015566341
87;CZ;10.990157;-1.002348;13.463127;0.535642;0.166195;-0.619182;0.085214;-0.687372;41.929631;0.362719;-0.200788;-0.107551;0.465027;1.118975;0.00810349;0.185213777;-0.317319734;0.012696969
88;CZ;0.873313;0.454064;9.591106;0.796777;-0.943685;-1.598393;0.531463;-0.579196;1.628367;-0.594987;0.075439;0.060108;0.543453;0.431825;0.338617891;0.63146279;0.277358359;0.012957481
89;CZ;0.230891;0.435044;-18.941342;0.144268;-0.943685;0.848407;5.853659;-0.207381;89.069139;0.920317;-0.647888;-0.093470;0.737717;33.870000;4.832584764;5.753658537;7.236534328;0.111556223
90;CZ;0.230891;0.435044;-18.941342;0.144268;-0.943685;0.848407;5.853659;-0.207381;89.069139;0.920317;-0.647888;-0.093470;0.737717;33.870000;4.832584764;5.753658537;7.236534328;0.111556223
92;CZ;26.206554;-1.204682;68.230000;0.667022;-0.943685;-1.111833;0.001800;-0.454102;89.759139;0.024857;0.173227;0.115546;-0.703597;2.569937;0.201077683;0.101799513;-0.428478826;0.004378429
95;CZ;1.852148;0.147792;-10.312102;0.481532;-0.828542;-0.416276;2.106402;0.966643;108.794246;0.416953;0.002428;0.001169;0.737717;33.870000;0.11242485;2.006401935;2.24288427;0.03809305
96;CZ;4.706835;0.022577;-6.150235;0.573275;-0.492629;-0.760298;0.471100;-0.284956;68.722145;0.739563;-0.074349;-0.042622;0.737717;33.870000;0.141493675;0.371100468;0.063657136;0.021899319
97;CZ;9.855038;0.443772;4.279026;0.280699;1.950216;0.336816;0.158235;-0.561585;60.036613;0.367727;0.114059;0.032016;0.651047;9.200438;0.116099096;0.258235041;-0.220010508;0.044446517
98;CZ;15.870745;-0.211100;4.047911;0.322245;1.473661;0.181023;0.049020;-0.626892;63.555775;0.410703;0.103228;0.033265;0.655728;7.310074;0.067342578;0.149020064;-0.365552015;0.030264461
99;CZ;15.238919;0.281071;2.844319;0.317674;1.729794;0.198163;0.175592;-0.812486;65.706397;0.588101;0.012592;0.004000;0.680106;11.173692;0.068971184;0.275592324;-0.196879933;0.039425025
100;CZ;20.368611;-0.129592;1.772571;0.336465;1.702877;0.127701;0.229737;-0.824621;55.733716;0.612044;0.005691;0.001915;0.701814;17.502333;0.305101989;0.329736951;-0.124725995;0.033920468
101;CZ;20.368611;-0.129592;1.772571;0.336465;1.702877;0.127701;0.229737;-0.824621;55.733716;0.612044;0.005691;0.001915;0.701814;17.502333;0.305101989;0.329736951;-0.124725995;0.033920468
102;CZ;1.006113;0.432564;12.794933;0.377080;0.750503;-0.038806;0.170530;-0.167570;55.372010;-0.318703;0.310566;0.120197;0.478561;5.185734;0.229770639;0.270530365;-0.203625575;0.028062252
103;CZ;0.974881;0.459906;14.546801;0.360187;1.291999;0.038746;0.166886;-0.182294;64.660603;0.227880;0.089415;0.032206;0.443078;3.435383;0.163479009;0.066885832;-0.341743827;0.033494216
104;CZ;1.061866;0.212594;20.556965;0.398908;0.940002;-0.106451;0.252451;-0.280164;48.703504;-0.171621;0.209451;0.083552;0.321345;2.941960;0.034544042;0.152450804;-0.227718669;0.024278416
105;CZ;3.188135;-0.797785;161.572539;0.776335;-0.943685;-1.521739;0.471929;-0.980104;62.902805;-0.879094;0.453969;0.352432;-2.534810;0.672450;0.564252727;0.371929477;0.064761886;0.001460884
106;CZ;1.002867;0.673571;5.566591;0.388579;-0.255091;-0.067719;0.033910;-0.428496;35.905795;0.045664;0.055543;0.021583;0.624968;4.529603;0.183814968;0.133910103;-0.385687774;0.027507287
108;CZ;1.961592;-1.277255;32.307087;0.254663;-0.848078;0.434447;0.211168;0.898108;99.156552;0.564778;0.033406;0.008507;0.083351;27.918109;0.302953472;0.311168098;-0.149471126;0.015024787
109;CZ;1.636384;-1.264869;-0.061728;0.352042;-0.837462;0.069289;0.139292;0.502643;61.099631;0.572898;0.001781;0.000627;0.737717;33.870000;0.343266896;0.239291737;-0.245254637;0.017511658
110;CZ;1.938462;0.009262;90.489362;0.253113;-0.915660;0.440256;0.396116;0.458304;125.426331;0.460516;0.116978;0.029609;-1.095104;16.126734;0.607205005;0.296116336;-0.036267837;0.012169399
111;CZ;1.843739;-2.787583;161.572539;0.326140;-0.927125;0.166419;0.052563;0.165398;42.488277;0.515842;0.014735;0.004806;-2.534810;12.005010;0.414084962;0.152563463;-0.360830029;0.001712299
113;CZ;13.514782;0.459874;7.625350;-0.278116;1.045046;2.990418;0.130129;-0.254573;8.626620;-0.031595;0.121293;0.037727;0.583269;1.368488;0.021751626;0.030128863;-0.390726712;0.079177898
114;CZ;13.514782;0.459874;7.625350;-0.278116;1.045046;2.990418;0.130129;-0.254573;8.626620;-0.031595;0.121293;0.037727;0.583269;1.368488;0.021751626;0.030128863;-0.390726712;0.079177898
115;CZ;18.508024;0.439786;17.538052;-0.077316;-0.943685;1.970028;0.118843;0.006655;20.338896;0.100239;0.086100;0.036452;0.382491;1.599824;0.009361728;0.018843072;-0.405766325;0.040233303
116;CZ;0.018015;0.506269;2.530999;0.016530;3.182082;1.327404;0.500000;-0.968414;11.302753;-2.558811;0.970541;0.016043;0.686452;0.036090;0.43;0.5;0.16879983;0.046641045
118;CZ;0.343927;0.321878;2.372721;0.304816;2.993566;0.246379;0.090153;-0.980293;26.036339;-2.418309;0.034522;0.010523;0.689658;0.478825;0.190833122;0.190152867;-0.310737828;0.028959031
119;CZ;0.393741;0.259405;2.838370;0.328249;2.831195;0.158508;0.068041;-0.972713;23.189887;-3.086430;0.073780;0.024218;0.680227;0.248781;0.067156879;0.168041483;-0.340203788;0.023716357
120;CZ;0.234614;0.663975;2.207688;0.174702;3.196093;0.734286;1.023917;-0.601972;62.388242;-0.324714;-0.045786;-0.007999;0.693001;3.736600;1.584619418;0.923916599;0.80034816;0.069429084
121;CZ;0.389908;0.680582;4.424462;0.290756;2.627469;0.299103;0.652238;-0.400874;67.599236;-1.542490;0.149992;0.043611;0.648101;0.876395;0.024026545;0.552238387;0.30504423;0.042803755
122;CZ;0.385769;0.676647;3.076619;0.290880;2.800289;0.298638;0.224548;-0.803347;56.680148;-0.708021;0.068920;0.020047;0.675401;2.155222;0.158743485;0.324548211;-0.131640588;0.045306443
123;CZ;0.380008;0.688417;3.467761;0.279252;2.766753;0.342239;0.136512;-0.648795;55.264667;-0.801569;0.089452;0.024980;0.667479;2.106240;0.00340258;0.036511512;-0.382221099;0.044373712
126;CZ;-1.149368;0.579903;4.467884;-0.300345;2.299337;2.515634;1.184719;-0.315755;38.619825;0.083144;-0.391298;0.117524;0.647222;6.030176;0.253527256;1.084719489;1.014636492;0.110372927
129;CZ;-0.962476;0.457105;-0.505162;-0.296557;2.172568;2.501431;0.114167;-0.838367;31.341374;0.872237;0.361601;-0.107235;0.737717;33.870000;0.16514896;0.214167383;-0.278735726;0.095175836
130;CZ;0.923170;0.450099;10.247823;-0.072632;0.081537;1.782873;0.112703;-0.316452;21.768308;-0.087848;0.383280;0.090146;0.530152;1.934405;0.200332137;0.212702758;-0.280687507;0.045679364
132;CZ;0.646416;0.520324;10.616566;0.374997;0.304040;-0.016787;0.056835;3.073159;259.238319;-5.168065;0.283509;0.106315;0.522683;1.097141;0.194048025;0.043165252;-0.488399543;0.018984295
133;CZ;2.974237;-0.276312;11.886316;-0.029724;-0.271528;1.554555;0.498429;-0.138575;25.953094;0.405632;0.176184;0.052052;0.496965;7.533829;0.652852695;0.598429113;0.233337188;0.036648539
135;CZ;1.958946;-0.169091;14.651316;0.013201;0.356682;1.322542;0.425442;-0.437053;20.481489;0.491027;0.070144;0.019129;0.440961;7.656938;0.459946893;0.32544205;0.002812048;0.035877836
136;CZ;0.902242;0.349471;16.363883;0.481896;-0.204774;-0.417642;0.048280;-0.366915;11.311315;-0.171584;0.148122;0.071379;0.406274;3.109339;0.098178749;0.148280482;-0.366537594;0.019277857
139;CZ;1.738971;0.201476;81.051222;0.733822;-0.568696;-1.362325;0.037551;-0.674232;54.550357;-0.233290;0.165783;0.121655;-0.903939;1.206641;0.010070247;0.062448525;-0.48091854;0.00600663
142;CZ;6.716335;0.350849;30.084011;0.680038;-0.716761;-1.160641;0.328171;0.534090;162.407654;0.262547;0.053830;0.036607;0.128379;9.145032;0.215146536;0.428171329;0.006449125;0.015917855
143;CZ;0.845773;0.633362;7.933976;0.387609;0.702352;-0.064082;0.097836;0.310799;24.663897;0.331005;0.013567;0.005259;0.577018;5.436466;0.231442379;0.197835721;-0.300499542;0.036971714
145;CZ;0.945759;0.608461;5.592291;0.430225;0.965601;-0.223882;0.154811;-0.103582;23.254106;0.385357;0.010654;0.004584;0.624447;8.646248;0.191091565;0.254810836;-0.224573654;0.035765228
146;CZ;-0.038439;0.030863;1.146009;-0.034270;3.339103;1.517897;0.267369;-0.759400;4.985492;-3.140943;-0.478027;0.016382;0.714505;0.560970;0.10296359;0.367368971;-0.074577004;0.039194287
148;CZ;26.206554;-0.049326;3.621865;0.153244;0.769172;0.814748;1.481331;-0.370459;72.372120;0.384577;0.696260;0.106698;0.664357;14.368222;1.211287272;1.38133076;1.409905097;0.046734334
149;CZ;1.950004;-0.059670;15.383642;0.215356;0.954185;0.581840;0.762490;-0.501608;58.964221;0.373108;0.534716;0.115154;0.426128;3.815319;0.54252796;0.662490183;0.451967418;0.03375592
150;CZ;1.950004;-0.059670;15.383642;0.215356;0.954185;0.581840;0.762490;-0.501608;58.964221;0.373108;0.534716;0.115154;0.426128;3.815319;0.54252796;0.662490183;0.451967418;0.03375592
153;CZ;2.541248;-0.345067;148.953947;0.743256;-0.795051;-1.397698;0.488247;-0.539637;45.197812;-0.163774;0.199090;0.147974;-2.279278;0.976944;0.341926384;0.388246664;0.086506413;0.002570578
154;CZ;1.648674;-0.662691;91.254980;0.507071;-0.514788;-0.512045;0.169114;-0.329469;33.553417;0.008742;0.142131;0.072070;-1.110611;2.388169;0.050530572;0.069114104;-0.338774397;0.005820818
155;CZ;2.650565;-1.875326;68.230000;0.933708;-0.943685;-2.111862;0.186465;-0.814750;37.950828;-0.034941;0.066001;0.061626;-0.703597;0.600175;0.14773623;0.286465078;-0.182390739;0.002407643
156;CZ;0.784689;-0.501864;2.171959;-0.262561;-0.673935;2.990418;0.208643;-0.963699;28.204044;0.178818;0.018481;0.003175;0.693725;0.796377;0.06234118;0.108643141;-0.286097413;0.042687391
157;CZ;0.693874;-0.806686;1.606150;-0.224458;-0.421929;2.751826;0.150119;-0.857815;32.447936;0.296208;-0.032377;-0.005108;0.705185;1.299171;0.033301586;0.050119492;-0.364086902;0.038214987
158;CZ;1.131799;-0.383836;9.019048;0.403322;-0.372027;-0.123002;0.040920;1.399369;97.345742;0.536019;0.019445;0.007843;0.555040;17.617740;0.14046378;0.05908021;-0.485407207;0.024694926
159;CZ;1.065185;-0.239524;24.927273;0.435720;-0.468375;-0.244490;0.218647;0.763716;92.047947;0.066636;0.189901;0.082744;0.232826;5.225748;0.018129614;0.118646721;-0.272766493;0.01805813
160;CZ;1.014755;-0.293283;36.089744;0.501188;-0.574599;-0.489982;0.030403;-0.111352;53.205091;0.276406;0.120582;0.060434;0.006735;3.987567;0.003987627;0.069597488;-0.471391725;0.012596385
162;CZ;3.838078;0.166548;-2.103704;0.451545;0.328556;-0.303829;1.055265;-0.655028;72.266399;0.850296;-0.181748;-0.082067;0.737717;33.870000;0.0029125;0.955265175;0.842123741;0.032968616
165;CZ;-1.923215;0.162841;-13.061350;-0.200456;0.761405;2.141069;0.375615;-0.781278;98.095261;1.706769;1.242358;-0.247201;0.737717;33.870000;0.306321796;0.475615025;0.069673302;0.075066974
167;CZ;4.071263;0.690711;4.514599;0.294520;0.174117;0.284989;0.077982;-0.638107;83.611645;0.330779;0.237253;0.069876;0.646276;4.523040;0.095387697;0.022018349;-0.460218864;0.033714482
169;CZ;5.387130;0.623885;0.736264;0.064263;2.399080;1.146896;5.853659;-0.543526;68.079495;-5.168065;1.293192;0.125148;0.722804;7.188553;2.038861833;5.753658537;7.236534328;0.078334157
171;CZ;3.970376;0.624108;1.513510;-0.137064;2.086227;2.113355;0.952094;-0.386131;45.955664;-0.094422;0.012782;0.001956;0.707061;11.183685;1.097703284;0.852093913;0.704636178;0.091639319
173;CZ;6.391669;0.681773;134.689041;0.566179;-0.943685;-0.733689;0.194827;-0.695345;60.971710;0.065455;0.258912;0.146591;-1.990349;1.779411;0.193026818;0.094826537;-0.304509626;0.005048567
174;CZ;7.960975;0.692852;59.980153;0.409497;0.030451;-0.146156;0.450278;-0.547888;61.590841;0.067047;0.411670;0.168578;-0.477154;1.904712;0.053045207;0.550277714;0.169169916;0.017300841
176;CZ;14.620090;0.691868;161.572539;0.532689;-0.909763;-0.608106;0.319521;-0.675304;54.476040;-0.035331;0.525409;0.279879;-2.534810;1.171613;0.162835345;0.219520894;-0.138340065;0.00404139
177;CZ;21.315892;0.689934;70.483548;0.473137;-0.671370;-0.384797;0.137450;-0.287546;87.718372;0.144674;0.316509;0.149752;-0.689895;2.400070;0.072242683;0.037449974;-0.38097049;0.012400199
179;CZ;0.533656;-0.858680;7.506836;0.322432;2.000667;0.180321;0.191669;0.334604;37.064985;-5.168065;0.223299;0.071999;0.585669;1.178935;0.320916935;0.291668733;-0.175456271;0.01147227
182;CZ;0.400310;-1.492848;4.359491;0.220453;2.537762;0.562727;0.117814;-0.286241;56.329283;-2.203794;-0.001835;-0.000405;0.649417;0.796561;0.198690386;0.217813706;-0.273876582;0.017347118
186;CZ;9.255519;0.095239;16.521036;0.699680;-0.483855;-1.234295;0.196723;-0.274993;3.651152;0.408987;0.030927;0.021639;0.403091;4.702840;0.097447114;0.096723338;-0.30198192;0.014650956
187;CZ;1.392611;0.652268;4.175325;0.052434;0.538956;1.102189;0.125787;-0.310790;39.492458;-0.034534;0.052082;0.019157;0.653147;4.996785;0.36264809;0.225787093;-0.263251128;0.046294317
188;CZ;2.329521;0.455788;2.884047;0.038662;0.294145;1.178420;0.448181;0.246364;48.928577;0.411632;0.014481;0.005090;0.679302;8.468374;0.112215714;0.348181083;0.033114422;0.05256377
190;CZ;21.358065;-0.205333;-26.990290;0.174038;-0.943685;0.736776;0.613729;-0.855450;6.031631;0.125778;0.970531;0.168909;0.737717;33.870000;0.444765921;0.713728538;0.386986923;0.025766374
191;CZ;26.206554;-0.023953;-26.990290;0.227554;-0.943685;0.536099;0.239110;-0.885898;2.985441;0.452145;0.359212;0.081740;0.737717;33.870000;0.253739698;0.139109665;-0.245497269;0.024786945
193;CZ;0.877209;0.604123;2.449237;0.255816;2.130676;0.430123;0.252861;-0.135938;116.163676;0.460043;0.044359;0.011348;0.688108;20.612969;0.144755079;0.352860527;-0.093911173;0.055964466
194;CZ;0.877209;0.604123;2.449237;0.255816;2.130676;0.430123;0.252861;-0.135938;116.163676;0.460043;0.044359;0.011348;0.688108;20.612969;0.144755079;0.352860527;-0.093911173;0.055964466
195;CZ;0.852324;0.623549;4.039928;0.245200;1.857126;0.469929;0.214083;0.273758;101.906394;0.367549;0.107119;0.026266;0.655890;16.468150;0.056624012;0.114082709;-0.278848564;0.054720725
