id;tower;_071_eqty_fta;_075_cash_a;_166_ebitda_int_exp;_167_eqty_gw_a;_168_b_loans_bonds_a;_172_eqty_gw_a_gw;_187_margin_yoy;_192_tpo_rev;_193_tro_rev;_209_ebtda_pv;_210_e_eqty;_211_e_a;_166_ebitda_int_exp_3;_027_st_l_ebitda_2;_161_rev_yoy_2;_187_margin_yoy_2;_187_margin_yoy_3;PD
5813;CZ;3.190643;0.491898;-1.031934;0.300319;0.841164;0.263243;0.402379;-0.486436;67.297291;0.669218;-0.210360;-0.063175;0.737717;33.870000;0.380128689;0.502378999;0.105339374;0.04290381
5814;CZ;7.273673;0.464564;4.991166;0.366352;0.757381;0.015629;0.086106;-0.430090;50.061247;0.306980;0.075322;0.027594;0.636623;7.965664;0.000459656;0.013894325;-0.449392669;0.032279212
5815;CZ;16.929010;0.597675;19.268362;0.398211;0.304791;-0.103835;0.161452;-0.276449;63.079418;0.077216;0.349192;0.139052;0.347445;4.246885;0.22094267;0.061452361;-0.34898455;0.026119899
5820;CZ;10.001762;0.607419;1.695553;0.229370;0.567677;0.529288;0.044104;0.120539;126.269227;0.661473;-0.049683;-0.011396;0.703374;21.075319;0.102505244;0.144104099;-0.372103103;0.046524714
5821;CZ;11.854954;0.680061;2.111851;0.271975;0.807297;0.369527;0.035899;-0.250189;96.232422;0.602213;0.021799;0.005929;0.694942;15.460908;0.085639781;0.135899289;-0.383036956;0.044041408
5822;CZ;18.682171;0.648375;2.022727;0.320121;0.596380;0.188988;0.142447;-0.378523;80.263921;0.592787;0.036846;0.011795;0.696747;12.768011;0.074091054;0.042446583;-0.374311935;0.03905321
5823;CZ;-0.033569;0.688809;3.367751;-0.032989;3.339103;1.513092;0.774874;-0.750165;12.153370;1.907767;0.903217;-0.029796;0.669504;3.096929;0.673637734;0.674874282;0.468470653;0.118555863
5825;CZ;0.038445;0.683158;3.711310;0.038063;3.339103;1.246659;0.009055;-0.900385;0.617519;-5.168065;1.281854;0.048792;0.662546;2.769974;0.10808046;0.109054983;-0.418810079;0.029307961
5826;CZ;0.184903;-1.426092;-10.811133;0.091041;-0.943685;1.048000;0.239056;-0.875887;0.495936;0.898122;-1.423448;-0.129593;0.737717;33.870000;0.133754448;0.339055897;-0.112307429;0.019211463
5827;CZ;1.723840;0.284477;158.473614;0.711897;-0.531913;-1.280107;0.287167;-0.516286;34.085223;-0.191193;0.141436;0.100688;-2.472094;0.853925;0.074279828;0.187166614;-0.181455862;0.003063211
5828;CZ;2.782120;0.003346;161.572539;0.868754;-0.767873;-1.868298;0.249675;-0.749132;30.011894;-0.620306;0.227733;0.197844;-2.534810;0.401143;0.034855228;0.149674991;-0.231417759;0.001886322
5829;CZ;3.300814;0.297565;161.572539;0.807015;-0.831862;-1.636786;0.105118;-0.477387;27.063717;-0.819747;0.208187;0.168010;-2.534810;0.762062;0.042149128;0.005118124;-0.424056395;0.002193884
5830;CZ;0.588832;0.496138;9.886117;0.244176;1.030823;0.473771;0.048288;-0.358774;39.321159;0.224836;0.172246;0.042058;0.537478;3.170598;0.247580291;0.148288429;-0.366527003;0.037772787
5831;CZ;0.487700;0.635754;2.033241;0.213451;1.169481;0.588985;0.071235;-0.482513;34.438372;0.592894;-0.270414;-0.057720;0.696534;11.314260;0.115745721;0.171234594;-0.335948602;0.047791241
5832;CZ;0.600185;0.602146;5.665692;0.258663;2.532029;0.419447;0.078562;-0.790175;27.987523;0.333024;0.132517;0.034277;0.622961;3.389816;0.035523759;0.021438211;-0.459445764;0.048551725
5833;CZ;0.765302;0.506193;8.074946;0.298953;2.254356;0.268365;0.000983;-0.768443;35.783791;0.329373;0.162537;0.048591;0.574162;2.522408;0.106814222;0.100983108;-0.429566779;0.042071101
5834;CZ;1.118110;0.554743;15.430921;0.380827;1.689143;-0.038648;0.361514;-0.857579;35.019183;0.116836;0.348854;0.132853;0.425170;1.485398;0.301810796;0.261513688;-0.082379842;0.032959089
5835;CZ;1.118110;0.554743;15.430921;0.380827;1.689143;-0.038648;0.361514;-0.857579;35.019183;0.116836;0.348854;0.132853;0.425170;1.485398;0.301810796;0.261513688;-0.082379842;0.032959089
5836;CZ;0.822920;0.570701;-1.800588;0.356214;0.377144;0.053646;0.208253;0.652666;57.243466;0.801084;-0.168448;-0.060003;0.737717;33.870000;0.133146426;0.308253171;-0.153355602;0.044827079
5838;CZ;0.970025;0.199658;10.334259;0.174012;-0.338976;0.736872;0.006922;-0.605635;14.712291;0.616334;0.011992;0.002087;0.528401;3.717262;0.03178569;0.106922342;-0.421652067;0.029787609
5839;CZ;1.257773;0.243351;8.848541;0.203225;-0.648007;0.627330;0.034372;0.443204;16.108500;0.470156;0.237335;0.048232;0.558494;8.733982;0.084326744;0.134372246;-0.385071917;0.032464277
5840;CZ;3.501083;0.595105;20.512281;0.120217;-0.943685;0.938595;0.004313;-0.777877;29.610960;0.516939;0.982980;0.118171;0.322250;8.090660;0.135326348;0.104313413;-0.425128765;0.028529187
5841;CZ;3.501083;0.595105;20.512281;0.120217;-0.943685;0.938595;0.004313;-0.777877;29.610960;0.516939;0.982980;0.118171;0.322250;8.090660;0.135326348;0.104313413;-0.425128765;0.028529187
5843;CZ;1.142028;-3.468983;12.036036;0.332731;-0.724964;0.141701;0.385767;-0.759371;34.072336;-2.191014;0.512782;0.170619;0.493932;4.809506;0.205150236;0.485767431;0.08320255;0.003792522
5844;CZ;2.031516;-0.064382;161.572539;0.899068;-0.943685;-1.981967;0.009419;-0.929902;65.799983;-0.013865;0.102770;0.092397;-2.534810;0.659659;0.015453898;0.090581251;-0.44342845;0.001801868
5845;CZ;2.514679;0.621889;68.230000;0.875520;-0.943685;-1.893666;0.506638;-0.971935;73.100801;-0.357233;0.196089;0.171680;-0.703597;0.559245;0.205502512;0.406637637;0.111014498;0.006304446
5847;CZ;2.473314;0.443980;68.230000;0.879854;-0.943685;-1.909918;0.095324;-0.758423;66.969355;-0.347641;0.187338;0.164830;-0.703597;0.617663;0.227696915;0.195324132;-0.303846524;0.005711073
5848;CZ;2.751981;0.443605;68.230000;0.930246;-0.943685;-2.098880;0.007787;-0.966573;54.182683;-0.086945;0.140868;0.131042;-0.703597;0.396275;0.012336828;0.107786921;-0.420499917;0.005352929
5849;CZ;3.051161;0.246304;68.230000;0.936726;-0.943685;-2.123180;0.141081;-0.970319;45.417854;-0.041491;0.138353;0.129599;-0.703597;0.338256;0.011050675;0.041080725;-0.376132097;0.005005863
5850;CZ;3.275319;-2.588404;161.572539;0.773638;-0.943685;-1.511626;0.237094;-0.956275;1.970067;-0.984031;0.370367;0.286530;-2.534810;0.398321;0.104205589;0.137093529;-0.248184002;0.000705581
5852;CZ;4.498592;-2.996994;68.230000;0.793149;-0.943685;-1.584790;0.011191;-0.894406;3.164493;-0.717150;0.280876;0.222776;-0.703597;0.577337;0.077712176;0.088809494;-0.44578952;0.001577514
5853;CZ;4.175110;-2.399383;68.230000;0.802044;-0.943685;-1.618146;0.038314;-0.929274;1.970041;-0.456602;0.230843;0.185147;-0.703597;0.599726;0.043497405;0.061686154;-0.481934487;0.0020199
5854;CZ;4.336977;-2.532881;68.230000;0.840368;-0.943685;-1.761853;0.079618;-0.937938;4.439321;-0.453978;0.219256;0.184256;-0.703597;0.520004;0.008917482;0.020382479;-0.45803888;0.001840705
5855;CZ;4.799353;-3.054659;68.230000;0.846171;-0.943685;-1.783613;0.075554;-0.954530;3.142846;-0.567572;0.229859;0.194500;-0.703597;0.474471;0.061814709;0.024446105;-0.463454129;0.001469709
5856;CZ;1.379973;0.639621;94.560575;0.675827;-0.940789;-1.144853;0.509532;-0.425201;22.617932;-1.147138;0.129044;0.087212;-1.177565;1.936122;0.084193267;0.40953186;0.114871382;0.005979857
5857;CZ;1.441365;0.686812;161.572539;0.635373;-0.870403;-0.993157;0.159481;-0.372645;23.182171;-1.504650;0.179844;0.114268;-2.534810;1.844038;0.112806557;0.059480898;-0.351611753;0.002819373
5858;CZ;1.637255;0.590980;5.265734;0.092868;1.087798;1.041152;0.222340;-0.184871;99.878745;0.433307;0.463030;0.043000;0.631062;10.933599;0.10639552;0.322339676;-0.134583715;0.05400797
5859;CZ;0.475973;0.685322;2.008706;0.095965;0.997645;1.029538;0.096602;-0.092731;92.462558;0.577704;0.105652;0.010139;0.697031;19.576471;0.078107424;0.196601722;-0.302143988;0.057420941
5860;CZ;0.475973;0.685322;2.008706;0.095965;0.997645;1.029538;0.096602;-0.092731;92.462558;0.577704;0.105652;0.010139;0.697031;19.576471;0.078107424;0.196601722;-0.302143988;0.057420941
5862;CZ;0.071003;0.570977;32.021244;0.063955;3.339103;1.149570;5.853659;-0.645234;0.252512;-1.220478;0.975358;0.062379;0.089141;0.351862;4.832584764;5.753658537;7.236534328;0.121923138
5865;CZ;0.108161;0.012120;68.230000;0.094176;2.250736;1.036245;1.063299;5.752506;332.957625;-5.168065;0.579887;0.054612;0.737717;33.870000;4.832584764;1.163299066;0.986091317;0.062645911
5867;CZ;2.442467;0.083368;5.777493;0.340685;-0.628909;0.110831;0.132690;2.699854;194.641438;0.333236;0.033219;0.011344;0.620696;17.127411;0.336806458;0.032690027;-0.387313666;0.037226246
5868;CZ;0.279551;0.673156;7.455565;0.268138;2.759417;0.383915;0.587302;-0.650262;6.034739;-0.297337;0.175745;0.047124;0.586708;6.860713;0.096975114;0.687302123;0.351770687;0.051882042
5869;CZ;7.276624;0.691931;10.260599;0.211605;-0.565303;0.595907;0.500000;-0.824355;29.076599;0.317380;0.336524;0.071210;0.529893;9.822336;0.43;0.5;0.16879983;0.032930457
5871;CZ;10.394914;0.694766;93.393258;0.204122;-0.873308;0.623965;0.018129;1.944432;87.733284;0.445435;0.142238;0.029034;-1.153921;15.869225;0.049026827;0.11812933;-0.406717468;0.019265836
5872;CZ;9.008321;0.691638;34.833333;0.345240;-0.190458;0.094798;0.048012;-0.744516;45.437964;0.404987;0.104516;0.036083;0.032183;8.549402;0.260279119;0.148012466;-0.366894755;0.022130047
5873;CZ;6.683215;0.188405;6.631393;0.245204;-0.943685;0.469913;0.107693;1.207730;75.359880;0.556158;0.030440;0.007464;0.603401;31.520213;0.134908822;0.207693258;-0.287363242;0.03413908
5874;CZ;9.838503;-0.119184;12.251592;0.234884;-0.943685;0.508612;0.263706;1.140423;0.000000;0.514103;0.073024;0.017152;0.489566;17.590200;0.103282324;0.163706216;-0.212719538;0.028994147
5876;CZ;22.501225;-1.052861;-11.943906;-0.314771;-0.943685;2.990418;0.069141;-0.739285;70.345936;0.806250;-0.422297;-0.087039;0.737717;33.870000;0.193878004;0.169140515;-0.338739202;0.039089006
5877;CZ;22.501225;-1.052861;-11.943906;-0.314771;-0.943685;2.990418;0.069141;-0.739285;70.345936;0.806250;-0.422297;-0.087039;0.737717;33.870000;0.193878004;0.169140515;-0.338739202;0.039089006
5879;CZ;26.206554;-3.250379;-16.716981;-0.045251;-0.943685;1.628326;0.355722;-0.310137;67.626701;0.219805;-0.006206;-0.001518;0.737717;33.870000;0.325929496;0.45572198;0.043163534;0.011701823
5880;CZ;5.464072;-1.764215;-26.990290;-0.268154;-0.943685;2.803354;0.458294;1.444193;71.041050;1.885263;-2.207345;-0.247201;0.737717;33.870000;0.204803161;0.558294329;0.179852976;0.051397612
5881;CZ;5.973951;0.207335;68.230000;0.492170;-0.943685;-0.456167;0.206453;-0.939537;0.000000;0.402094;0.020437;0.010058;-0.703597;10.004443;0.104008081;0.106452787;-0.289016312;0.009209967
5883;CZ;15.292987;-4.137316;70.428016;0.424467;-0.943685;-0.202291;3.687214;-0.877640;21.285808;0.306148;0.201516;0.085537;-0.688771;4.184696;0.351710166;3.587214225;4.349498315;0.004005083
5884;CZ;18.090963;-4.240364;55.707581;0.539344;-0.943685;-0.633064;0.055821;-0.931494;20.040827;0.466197;0.108121;0.058314;-0.390615;3.340419;0.054867603;0.155820507;-0.356489643;0.001961312
5885;CZ;22.604321;-4.739356;114.703883;0.531610;-0.943685;-0.604062;0.386217;-0.952818;15.738563;0.343434;0.234702;0.124770;-1.585558;2.941682;0.46863229;0.286216661;-0.049460291;0.000901166
5886;CZ;26.206554;-5.201835;161.572539;0.656697;-0.943685;-1.073118;0.199939;-0.939705;15.349059;0.156647;0.221472;0.145440;-2.534810;1.721292;0.331563807;0.09993927;-0.297696322;0.000371662
5888;CZ;0.262064;-0.071829;-0.555243;0.163059;0.453366;0.777945;0.078539;3.366371;135.029062;0.657582;-0.354526;-0.057809;0.737717;33.870000;0.037711022;0.021461348;-0.459476597;0.063007709
5889;CZ;0.165812;0.661738;1.621572;0.119303;0.593290;0.942024;0.475945;2.044108;98.663847;0.597240;-0.509792;-0.060820;0.704872;11.348347;0.108150559;0.375945017;0.070113055;0.075571751
5890;CZ;0.031254;0.482810;-1.711603;0.023036;0.625495;1.303007;0.961916;3.054055;69.866027;1.321418;-2.207345;-0.115312;0.737717;33.870000;0.374726562;1.061915849;0.850986528;0.11629402
5892;CZ;0.354641;0.416678;4.160701;0.194941;0.270366;0.658391;1.898257;-0.517708;144.927594;0.116971;0.016361;0.003189;0.653444;4.744097;0.484255356;1.798257183;1.965507469;0.048868934
5893;CZ;0.436756;0.527118;1.916831;0.227302;-0.216116;0.537045;0.132402;-0.704622;93.112820;0.260722;-0.044844;-0.010193;0.698892;10.394876;0.34286245;0.032401539;-0.38769811;0.032681368
5894;CZ;19.549061;-3.905523;7.946078;0.348272;-0.943685;0.083425;0.188687;-0.725834;20.361583;0.439455;0.126228;0.043962;0.576772;4.307218;0.218304504;0.288687064;-0.179429687;0.004873179
5895;CZ;1.750277;0.057010;4.347682;0.536496;0.058601;-0.622381;0.145293;0.783347;127.812536;0.583861;-0.028474;-0.015276;0.649656;13.777989;0.109315559;0.245293135;-0.237257084;0.026643994
5896;CZ;3.990120;-2.513693;18.838577;0.499529;-0.829648;-0.483761;0.822835;0.235489;32.890309;0.323836;0.066074;0.033006;0.356150;5.127188;0.958185934;0.722835253;0.532384159;0.00787534
5897;CZ;1.995067;-1.900541;8.839926;0.241421;-0.838009;0.484100;0.484883;-0.667388;19.701041;0.763309;-0.309644;-0.074755;0.558668;3.263607;0.187923241;0.384883352;0.082024413;0.013036679
5898;CZ;2.675158;-0.014157;23.039216;0.194189;-0.671381;0.661214;0.064663;-0.363637;29.200976;0.488557;0.009794;0.001902;0.271068;5.232584;0.054969386;0.164662659;-0.34470646;0.022940715
5899;CZ;3.152030;-0.734081;103.221053;0.129365;-0.943685;0.904293;0.837680;-0.787076;7.419535;0.624792;-0.651738;-0.084312;-1.352979;4.338670;0.232561752;0.737680331;0.552166932;0.008633942
5901;CZ;16.114663;-4.126906;161.572539;0.609659;-0.943685;-0.896731;0.389155;-0.740605;1.289810;-0.013959;0.538631;0.328381;-2.534810;1.354329;0.20370605;0.489154615;0.087716363;0.000623824
5902;CZ;21.822045;-1.927346;68.230000;0.426014;-0.943685;-0.208093;0.334566;-0.727122;12.278200;0.592543;0.033563;0.014298;-0.703597;83.839015;0.128712319;0.434565662;0.014970308;0.005046469
5903;CZ;0.637664;0.450994;12.988302;0.549020;0.683424;-0.669346;0.125846;-0.911614;1.622596;-0.482298;0.133522;0.073306;0.474645;1.039443;0.205365049;0.025846453;-0.396433515;0.019300348
5905;CZ;0.743886;0.597275;25.007994;0.617774;-0.167515;-0.927161;0.074085;-0.952540;0.526110;-0.448029;0.115691;0.071471;0.231191;1.933067;0.012962595;0.174084658;-0.332150564;0.014487395
5906;CZ;0.962104;0.203156;39.675033;0.768879;-0.420367;-1.493780;0.025578;-0.983712;0.770442;-0.465873;0.097122;0.074675;-0.065883;1.066858;0.174334898;0.125577717;-0.396791637;0.008454964
5907;CZ;0.392372;0.428715;15.847505;0.320902;2.048710;0.186060;0.116359;-0.985856;0.215774;-0.248679;0.127674;0.040971;0.416733;1.501086;0.230345588;0.216359173;-0.275814914;0.031962304
5911;CZ;26.206554;-1.574166;68.230000;0.543921;-0.943685;-0.650225;0.144666;-0.799037;53.135288;0.313101;0.365277;0.198682;-0.703597;1.732416;0.012491825;0.044665669;-0.371354747;0.004441422
5912;CZ;26.206554;-1.518741;68.230000;0.579866;-0.943685;-0.785012;0.397547;-0.827850;38.288201;0.015881;0.512298;0.297064;-0.703597;1.219346;0.185773075;0.297546752;-0.034361642;0.004319593
5914;CZ;11.077230;-0.709266;161.572539;0.394827;-0.943685;-0.091146;0.064613;-0.831189;46.053813;0.267672;0.581200;0.229473;-2.534810;1.772203;0.004400511;0.035386549;-0.478033528;0.00274672
5915;CZ;-2.835227;0.484905;68.230000;-0.011191;3.339103;1.431354;1.327092;1.358424;332.957625;2.220698;1.293192;-0.023148;-0.703597;93.270000;0.597841362;1.227092316;1.204364645;0.089014111
5916;CZ;1.734969;0.543839;14.992701;0.353765;-0.943685;0.062828;0.150146;0.053746;28.634790;0.309123;0.193534;0.068466;0.434046;4.914719;0.042010566;0.050145593;-0.364052118;0.02497024
5917;CZ;2.467644;0.297023;84.574803;0.530612;-0.943685;-0.600320;0.174627;0.197766;33.665878;0.352914;0.106545;0.056534;-0.975307;3.894330;0.14127056;0.274626601;-0.19816687;0.009487885
5918;CZ;1.392428;0.518848;21.345041;0.416281;0.873922;-0.171594;0.050461;0.079239;41.256269;0.301461;0.119968;0.049940;0.305383;7.292905;0.184591237;0.15046134;-0.363631349;0.029299754
5919;CZ;1.392428;0.518848;21.345041;0.416281;0.873922;-0.171594;0.050461;0.079239;41.256269;0.301461;0.119968;0.049940;0.305383;7.292905;0.184591237;0.15046134;-0.363631349;0.029299754
5920;CZ;1.767803;0.530533;62.729469;0.547256;-0.602312;-0.662732;0.222323;0.347276;38.457023;0.307840;0.105217;0.057581;-0.532840;4.042511;0.101170538;0.322323427;-0.134605368;0.013842714
5921;CZ;1.767803;0.530533;62.729469;0.547256;-0.602312;-0.662732;0.222323;0.347276;38.457023;0.307840;0.105217;0.057581;-0.532840;4.042511;0.101170538;0.322323427;-0.134605368;0.013842714
5923;CZ;1.062364;-0.015713;1.784365;0.609922;-0.943685;-0.897717;0.125835;-0.558536;23.428266;0.509572;-0.046190;-0.028172;0.701575;39.422594;0.317130008;0.225835156;-0.263187078;0.016511485
5924;CZ;1.563053;-0.218270;68.230000;0.734472;-0.943685;-1.364760;0.060375;-0.423581;24.884077;-0.197783;0.115678;0.084962;-0.703597;1.729230;0.033146943;0.039624871;-0.483681579;0.005588818
5926;CZ;1.575106;0.228751;68.230000;0.721371;-0.943685;-1.315635;0.022135;-0.232504;27.990399;-0.154793;0.105272;0.075940;-0.703597;2.014990;0.086545998;0.077864727;-0.460374679;0.006982297
5927;CZ;1.581468;0.296266;68.230000;0.677962;-0.943685;-1.152856;0.024200;0.114291;30.967334;-0.060695;0.087685;0.059447;-0.703597;2.664324;0.091038979;0.124200327;-0.398627167;0.008165719
5928;CZ;1.925507;-0.022730;68.230000;0.694367;-0.943685;-1.214372;0.067625;0.032803;28.006159;-0.339741;0.145974;0.101360;-0.703597;1.877343;0.087872686;0.032374836;-0.474020073;0.006614217
5929;CZ;7.931903;-2.053904;68.230000;0.591596;-0.943685;-0.828999;0.050375;-0.942870;1.660292;-0.576409;0.108398;0.064128;-0.703597;0.999508;0.117667295;0.049625405;-0.497008439;0.002880233
5930;CZ;19.745178;-3.457247;68.230000;0.740154;-0.943685;-1.386067;0.011404;-0.945573;0.000000;-0.997505;0.347878;0.257483;-0.703597;0.623488;0.090750376;0.11140355;-0.415680343;0.001342678
5931;CZ;19.745178;-3.457247;68.230000;0.740154;-0.943685;-1.386067;0.011404;-0.945573;0.000000;-0.997505;0.347878;0.257483;-0.703597;0.623488;0.090750376;0.11140355;-0.415680343;0.001342678
5932;CZ;0.837030;0.225670;4.704231;0.033989;-0.558133;1.261938;0.240019;0.843916;228.872401;0.534136;0.083926;0.002853;0.642435;36.965948;0.239440073;0.34001913;-0.111023811;0.046382897
5933;CZ;1.585067;0.629143;15.559641;0.035788;-0.340310;1.255191;0.300367;-0.345900;196.841981;0.525336;0.068954;0.002468;0.422563;11.784483;0.118287649;0.200367499;-0.163864165;0.04114332
5935;CZ;1.105492;-0.046796;68.230000;0.880515;-0.943685;-1.912399;0.253218;-0.552024;24.011426;0.488191;-0.033049;-0.029100;-0.703597;6.131442;0.263994851;0.153218204;-0.226696019;0.00575069
5936;CZ;1.107162;-0.030642;68.230000;0.864426;-0.943685;-1.852066;0.255594;-0.679878;10.366654;0.481710;-0.035998;-0.031118;-0.703597;5.116349;0.30937515;0.155594185;-0.223529752;0.005776595
5937;CZ;1.107162;-0.030642;68.230000;0.864426;-0.943685;-1.852066;0.255594;-0.679878;10.366654;0.481710;-0.035998;-0.031118;-0.703597;5.116349;0.30937515;0.155594185;-0.223529752;0.005776595
5938;CZ;4.030300;0.411978;161.572539;0.500825;-0.943685;-0.488623;0.122591;-0.743988;26.484523;0.277331;0.173818;0.087052;-2.534810;1.242700;0.035466347;0.222590742;-0.267510633;0.003853585
5940;CZ;1.450825;0.044058;-26.990290;0.401129;-0.943685;-0.114780;0.298491;-0.942355;8.206315;1.281909;-0.478264;-0.191846;0.737717;33.870000;0.110597391;0.398491353;-0.033102853;0.024472521
5941;CZ;2.147536;-0.668392;-26.990290;0.526704;-0.943685;-0.585664;0.214168;-0.938048;7.005242;0.176809;0.077702;0.040926;0.737717;33.870000;0.103172207;0.31416849;-0.145472759;0.013216606
5942;CZ;1.219991;-0.008935;68.230000;0.318803;-0.943685;0.193932;0.196833;-0.952407;15.372779;1.316232;-0.675735;-0.215426;0.737717;33.870000;0.151079285;0.296832579;-0.168574852;0.026013509
5943;CZ;1.354267;-0.078998;68.230000;0.384328;-0.943685;-0.051778;0.268256;-0.985856;11.167861;-0.064813;0.282361;0.108519;0.737717;33.870000;0.200571366;0.368255688;-0.073395352;0.018684795
5944;CZ;0.184692;-0.030398;2.970239;0.121837;0.497864;0.932521;0.572098;-0.499459;22.167938;0.528251;-0.194449;-0.023691;0.677556;1.456467;0.493936348;0.472097679;0.198247527;0.039555385
5946;CZ;0.443402;0.266054;0.632704;0.242043;0.498702;0.481769;0.082904;-0.734877;8.364228;1.111853;-0.255020;-0.061726;0.724902;8.772705;0.156075159;0.182903857;-0.320397967;0.03874721
5947;CZ;0.506099;0.266495;5.663887;0.256371;0.054627;0.428041;0.188708;-0.687837;7.485389;0.105521;0.080480;0.020633;0.622997;1.200221;0.119375431;0.088707822;-0.312663517;0.028575814
5950;CZ;0.969476;-0.027152;68.230000;0.727404;-0.943685;-1.338257;0.500000;0.329566;35.434439;0.272235;0.002271;0.001652;-0.703597;5.518111;0.43;0.5;0.16879983;0.008153914
5951;CZ;0.985150;0.304804;68.230000;0.749957;-0.943685;-1.422826;0.023887;0.283191;48.599208;0.225676;0.001057;0.000792;-0.703597;4.225924;0.087409292;0.076113062;-0.462708975;0.008038774
5953;CZ;0.990562;0.033624;68.230000;0.736116;-0.943685;-1.370925;0.068571;0.444651;38.885530;0.247248;0.000356;0.000262;-0.703597;4.663821;0.038083575;0.031428863;-0.472759456;0.007595773
5954;CZ;0.965768;0.213029;68.230000;0.736169;-0.943685;-1.371123;0.020847;0.342557;34.057346;0.515112;-0.051172;-0.037671;-0.703597;11.749693;0.072395082;0.079152937;-0.458657991;0.008389619
5955;CZ;0.607101;0.470762;2.646520;0.125612;0.772615;0.918366;1.553755;1.547900;31.560180;0.428495;0.156102;0.019608;0.684113;21.221223;0.331719581;1.453755087;1.506418835;0.079251004
5957;CZ;0.988220;0.283040;4.165108;0.172718;0.273323;0.741727;0.073095;0.880104;49.497767;0.408165;0.177719;0.030695;0.653354;13.437619;0.053809062;0.026904806;-0.46673063;0.043534703
5959;CZ;1.384230;0.272343;7.755665;0.215678;0.037764;0.580633;0.234721;1.141613;68.550585;0.342384;0.158126;0.034104;0.580629;8.566311;0.155959996;0.134721068;-0.251345579;0.040648977
5960;CZ;1.883039;0.612943;75.515152;0.543736;-0.678423;-0.649531;0.097108;0.107971;113.328098;0.246581;0.118916;0.064659;-0.791808;5.691413;0.135460906;0.197108406;-0.301468774;0.011509781
5961;CZ;-2.835227;-0.571388;-21.060686;-0.359972;2.848000;2.990418;0.545475;-0.855551;31.795932;2.220698;1.293192;-0.247201;0.737717;33.870000;0.230827567;0.645474946;0.296031168;0.114833694
5962;CZ;-2.835227;-0.583748;2.507663;-0.331623;1.917245;2.632922;0.037201;-0.847315;60.291698;0.475825;-0.132650;0.043990;0.686925;17.644767;0.028412412;0.062799324;-0.480451061;0.058888056
5963;CZ;-2.835227;-0.179924;10.293023;-0.205363;0.885807;2.159469;0.317697;-0.886124;49.027133;0.322047;-0.961132;0.197381;0.529236;3.889516;0.004765539;0.217696555;-0.140771206;0.046842695
5964;CZ;0.366228;-0.043571;14.417722;0.010604;0.236925;1.349627;0.184068;-0.899385;58.669355;0.284359;1.293192;0.196838;0.445692;4.560140;0.183330135;0.284067688;-0.185585536;0.032564244
5965;CZ;14.607966;-0.575672;152.203390;0.426804;-0.943685;-0.211055;0.228184;-0.814844;50.722084;-0.113105;0.976033;0.397775;-2.345094;1.042094;0.009597108;0.128184308;-0.260056562;0.002972737
5966;CZ;20.434564;-1.120384;161.572539;0.565781;-0.943685;-0.732196;0.039627;-0.632210;47.931949;-0.012275;0.427786;0.242033;-2.534810;1.199564;0.069565496;0.139627225;-0.378069052;0.001915683
5968;CZ;14.933916;0.531181;18.935673;0.406255;-0.520570;-0.134000;0.054515;0.259204;81.440981;0.430918;0.129433;0.052583;0.354183;6.936072;0.236753357;0.045484623;-0.491490371;0.024921891
5969;CZ;14.933916;0.531181;18.935673;0.406255;-0.520570;-0.134000;0.054515;0.259204;81.440981;0.430918;0.129433;0.052583;0.354183;6.936072;0.236753357;0.045484623;-0.491490371;0.024921891
5970;CZ;22.186289;0.678624;12.303167;0.390509;0.122072;-0.074957;0.175841;0.727235;106.374309;0.398898;0.102170;0.039898;0.488522;8.545421;0.493904317;0.275841415;-0.196547991;0.035597617
5971;CZ;5.269444;0.496683;10.788382;0.336133;-0.066308;0.128946;0.139315;0.663261;77.425143;0.491622;0.084964;0.028559;0.519203;13.741538;0.022377285;0.039315343;-0.378484672;0.034224924
5972;CZ;7.448881;0.579964;13.793893;0.292468;-0.525324;0.292682;0.167225;0.673162;66.923642;0.520281;0.093824;0.027440;0.458328;13.363033;0.569215341;0.06722464;-0.341292326;0.033729654
5973;CZ;3.100000;0.362872;-1.227286;-0.100471;0.503983;1.766139;0.744712;-0.985856;0.000000;2.220698;0.265784;-0.026703;0.737717;33.870000;0.652852695;0.844711573;0.56153687;0.078155832
5975;CZ;0.256435;0.345697;6.123250;0.087760;0.929182;1.060305;0.080324;0.643407;75.567195;0.410471;0.425614;0.037352;0.613693;6.729746;0.075327713;0.019676394;-0.457097941;0.051775026
5979;CZ;1.480412;0.654730;11.594597;-0.006796;1.578062;1.439463;0.067141;-0.507469;65.815324;-1.792575;0.223674;0.108324;0.502873;0.467297;0.183855859;0.032858801;-0.474665012;0.039600272
5981;CZ;4.401739;0.353094;3.860617;-0.039430;1.550273;1.617925;0.425624;0.362124;73.467631;-0.442081;0.133389;0.041830;0.659522;2.783079;0.075331386;0.525624401;0.136316543;0.06296752
5983;CZ;0.231963;0.165588;8.400978;0.054298;0.778277;1.185780;0.211944;-0.020527;71.506040;0.567014;0.260405;0.014140;0.567559;6.643190;0.040548798;0.111943937;-0.281698724;0.045855075
5984;CZ;0.334628;0.228003;5.356855;0.080988;1.464424;1.085697;0.071199;-0.123340;63.961001;0.551661;0.288231;0.023343;0.629216;8.395183;0.109260213;0.028801287;-0.469257909;0.050160697
5987;CZ;0.224462;0.358604;1.753390;0.208222;-0.943685;0.608157;0.073355;-0.723853;28.124112;-2.065654;0.015000;0.003132;0.702203;0.373169;0.066725174;0.173354633;-0.333123406;0.01878915
